"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"RPS6KA1","Rps6ka1",7.74106,8.25159,9.980015,162,337,343,8.657555,26.31254,26.31254,0.353594173225925
"RPS6KA2","Rps6ka2",14.79239,8.429888,7.338078,1121,1183,1062,10.1867853333333,29.1351,29.1351,0.371221112036573
"RPS6KA3","Rps6ka3",27.023046,7.188059,7.953652,935,499,401,14.054919,11.20661,11.20661,1.23334152561604
"RPS6KA4","Rps6ka4",13.899458,16.37426,16.763199,267,683,731,15.6789723333333,24.16949,24.16949,0.662666281014567
"RPS6KA5","Rps6ka5",7.836941,6.643963,5.18982,406,420,364,6.556908,1.16039,1.16039,3.49793694656983
"RPS6KA6","Rps6ka6",1.846561,2.364441,3.41085,103,140,139,2.54061733333333,1.82944,1.82944,1.25134914800573
"RPS6KB1","Rps6kb1",15.177649,7.090453,10.618709,693,529,484,10.9622703333333,11.32161,11.32161,0.970836630386235
"RPS6KB2","Rps6kb2",20.581262,31.863562,28.291694,120,229,250,26.9121726666667,62.93266,62.93266,0.436587069373723
"RPS6KC1","Rps6kc1",24.809035,15.675699,12.824079,621,732,584,17.7696043333333,17.41625,17.41625,1.01918709473065
"RPS6KL1","Rps6kl1",8.894571,8.477608,8.998526,337,589,626,8.790235,35.29247,35.29247,0.269759401881437
"RPS7","Rps7",216.562316,262.242552,290.856212,934,1974,2322,256.553693333333,679.49502,679.49502,0.378479909130464
"RPS8","Rps8",366.971527,529.484549,614.568568,817,2132,2577,503.674881333333,1895.92481,1895.92481,0.266048964446479
"RPS9","Rps9",266.306612,331.187994,358.287771,1574,3845,4140,318.594125666667,1378.77933,1378.77933,0.231626984632874
"RPSA","Rpsa",542.356471,787.235985,808.909605,2985,7862,8305,712.834020333333,1235.50821,1235.50821,0.577298245624534
"RPTN","Rptn",0.015925,0,0,1,0,0,0.00530833333333333,0,0,1.00530833333333
"RPTOR","Rptor",19.913224,8.397062,8.611681,1172,1013,1058,12.3073223333333,11.85476,11.85476,1.03520581740408
"RPUSD1","Rpusd1",20.099092,25.623676,22.678838,451,1060,956,22.8005353333333,35.2402,35.2402,0.656744039308098
"RPUSD2","Rpusd2",1.593802,1.156439,1.242442,62,82,89,1.33089433333333,8.60358,8.60358,0.242710982085153
"RPUSD3","Rpusd3",9.298363,13.947374,16.115153,33,113,139,13.1202966666667,77.47408,77.47408,0.179935803856084
"RPUSD4","Rpusd4",3.159524,2.904547,3.303761,74,121,152,3.12261066666667,18.95298,18.95298,0.206616288226955
"RRAD","Rrad",1.140388,0.750961,0.984737,23,29,39,0.958695333333333,16.93537,16.93537,0.109208526689627
"RRAGA","Rraga",50.077372,52.253074,46.913383,1097,2048,1860,49.747943,131.14456,131.14456,0.38403353872456
"RRAGB","Rragb",30.879267,36.146184,35.175799,965,1929,1887,34.0670833333333,39.63085,39.63085,0.863065462163192
"RRAGC","Rragc",41.021299,35.245219,31.11979,989,1648,1704,35.795436,26.43799,26.43799,1.34103977733063
"RRAGD","Rragd",23.341018,17.695453,16.698513,1600,1934,1546,19.2449946666667,6.88914,6.88914,2.56618524537106
"RRAS","Rras",8.251555,8.718876,12.171321,78,167,167,9.71391733333333,224.28908,224.28908,0.0475563100232525
"RRAS2","Rras2",4.72573,4.203014,3.81939,146,227,206,4.249378,12.10565,12.10565,0.40054312453026
"RRBP1","Rrbp1",25.041111,5.391838,8.978431,731,272,394,13.1371266666667,50.55521,50.55521,0.274213346559284
"RREB1","Rreb1",3.912074,0.75001,0.964237,328,106,123,1.87544033333333,1.37992,1.37992,1.20820881934407
"RRH","Rrh",0.022463,0.233124,0.252566,1,6,6,0.169384333333333,0.35543,0.35543,0.86274048333985
"RRM1","Rrm1",7.269599,8.72689,6.050642,318,465,387,7.34904366666667,18.45119,18.45119,0.429230482385225
"RRM2","Rrm2",0.965207,0.548325,0.732355,18,23,35,0.748629,1.474,1.474,0.706802344381568
"RRM2B","Rrm2b",26.592065,15.99659,20.796781,620,705,635,21.1284786666667,10.05668,10.05668,2.00136737851386
"RRN3","Rrn3",14.423526,12.861392,12.185989,774,1206,1144,13.156969,10.73619,10.73619,1.20626617326407
"RRNAD1","Rrnad1",6.699981,9.432527,7.812989,198,279,267,7.98183233333333,20.11336,20.11336,0.425409898440292
"RRP1","Rrp1",157.68986,131.748806,127.323799,2830,4517,4316,138.920821666667,32.37582,32.37582,4.19228116842273
"RRP12","Rrp12",6.828717,2.961436,3.084205,449,355,375,4.29145266666667,22.70594,22.70594,0.223212100708374
"RRP15","Rrp15",3.553514,3.179361,3.332201,68,110,112,3.35502533333333,3.69024,3.69024,0.928529314775648
"RRP1B","Rrp1b",5.637201,4.080326,2.81348,117,144,108,4.17700233333333,4.63109,4.63109,0.919360609284052
"RRP36","Rrp36",10.189612,15.070842,15.464161,110,239,244,13.5748716666667,51.7365,51.7365,0.276371614852458
"RRP7A","Rrp7a",73.237918,93.974828,78.506157,980,2267,1989,81.906301,30.40003,30.40003,2.64032553472083
"RRP8","Rrp8",12.039252,11.899148,9.825461,146,290,238,11.2546203333333,15.14775,15.14775,0.758905750543161
"RRP9","Rrp9",18.375061,23.977757,20.111642,141,344,311,20.8214866666667,28.42424,28.42424,0.741615982831389
"RRS1","Rrs1",8.182466,6.902445,6.423772,216,344,328,7.169561,15.73317,15.73317,0.488225542440554
"RS1","Rs1",0.045155,0.072698,0.071543,4,3,7,0.063132,0.02091,0.02091,1.04135722051895
"RSAD1","Rsad1",3.499216,2.306032,2.136816,163,221,224,2.64735466666667,24.99535,24.99535,0.140307965334826
"RSAD2","Rsad2",0.403742,0.385364,0.764415,23,27,30,0.517840333333333,9.99396,9.99396,0.138061293049396
"RSBN1","Rsbn1",7.782973,4.163201,3.621474,574,582,429,5.189216,2.20578,2.20578,1.93064277648497
"RSC1A1","Rsc1a1",2.503455,2.018042,1.198894,61,87,52,1.906797,0.17772,0.17772,2.46815626804334
"RSL1D1","Rsl1d1",33.467125,46.307346,34.81897,589,1125,1010,38.1978136666667,52.531,52.531,0.732245122763757
"RSL24D1","Rsl24d1",19.827918,22.195898,22.31097,362,711,712,21.4449286666667,63.06856,63.06856,0.350326722914744
"RSPH1","Rsph1",1.754136,2.965197,3.317864,26,81,92,2.67906566666667,4.652,4.652,0.650931646614768
"RSPH3","Rsph3b",10.374035,10.616092,9.200885,215,414,363,10.0636706666667,1.89216,1.89216,3.82540062329424
"RSPH4A","Rsph4a",1.255,0.720044,0.674006,69,69,65,0.883016666666667,0.57497,0.57497,1.19558891068825
"RSPH6A","Rsph6a",0.210776,0.102033,0.07547,2,6,4,0.129426333333333,0.01045,0.01045,1.11774588879542
"RSPH9","Rsph9",12.304793,20.044849,19.347582,89,265,261,17.232408,0.80495,0.80495,10.1013368791379
"RSPO1","Rspo1",4.184896,3.313405,1.83916,73,99,86,3.112487,0.11499,0.11499,3.68836222746392
"RSPO2","Rspo2",4.238391,2.781318,1.848309,195,225,155,2.956006,35.29247,35.29247,0.109003493011085
"RSPO3","Rspo3",4.051812,3.377224,2.716806,149,215,166,3.38194733333333,3.41844,3.41844,0.991740825570412
"RSPO4","Rspo4",0.089059,0.064981,0.079825,3,4,5,0.077955,12.06384,12.06384,0.0825144061776629
"RSPRY1","Rspry1",7.795483,7.438026,5.922699,380,650,502,7.05206933333333,8.69767,8.69767,0.830309686072359
"RSRC1","Rsrc1",16.603977,15.864624,14.016717,602,1129,1010,15.495106,33.81846,33.81846,0.473745995658625
"RSRC2","Rsrc2",48.494665,31.360781,32.753593,832,1008,959,37.5363463333333,41.638,41.638,0.903802859733884
"RSU1","Rsu1",19.797674,22.0904,17.691585,233,421,462,19.8598863333333,64.08259,64.08259,0.320514078086526
"RTBDN","Rtbdn",0.83769,0.244807,0.522516,14,10,19,0.535004333333333,22.23551,22.23551,0.0660628638378642
"RTEL1","Rtel1",10.555045,5.975108,5.758943,116,173,149,7.42969866666667,7.64182,7.64182,0.975454090303509
"RTF1","Rtf1",18.791353,6.22046,6.340042,1220,769,802,10.4506183333333,13.31831,13.31831,0.799718565482472
"RTKN","Rtkn",43.83838,44.838273,44.374869,547,1125,1048,44.3505073333333,94.1481,94.1481,0.476630719198106
"RTKN2","Rtkn2",0.931274,0.753667,0.604803,42,54,51,0.763248,0.1359,0.1359,1.55229157496258
"RTL1","Rtl1",0.50524,0.190415,0.24177,50,34,44,0.312475,0.08363,0.08363,1.21118370661573
"RTN1","Rtn1",478.702698,454.913408,412.87909,11023,17490,15151,448.831732,827.64812,827.64812,0.542850120748479
"RTN2","Rtn2",40.716675,49.538009,50.158143,779,1882,1880,46.8042756666667,198.78149,198.78149,0.239282806763863
"RTN3","Rtn3",342.470244,258.376805,241.964023,15201,19404,18397,280.937024,838.66656,838.66656,0.33577260001875
"RTN4","Rtn4",325.2885,271.052322,245.927422,9082,12020,10959,280.756081333333,692.81333,692.81333,0.406097820768784
"RTN4IP1","Rtn4ip1",4.075808,3.051274,2.832551,173,201,211,3.31987766666667,14.94912,14.94912,0.270853668833557
"RTN4R","Rtn4r",27.63417,21.415156,17.887955,692,1044,897,22.312427,24.90126,24.90126,0.900049920351365
"RTN4RL1","Rtn4rl1",17.427411,12.131869,9.940169,869,1128,945,13.166483,13.32876,13.32876,0.988674735287631
"RTN4RL2","Rtn4rl2",19.9017,8.750616,7.019303,202,200,157,11.8905396666667,30.11777,30.11777,0.414250110681667
"RTP1","Rtp1",0.305103,0.284193,0.123231,14,23,10,0.237509,0.01045,0.01045,1.22471077242813
"RTP2","Rtp2",0.028513,0.048146,0,1,3,0,0.025553,0,0,1.025553
"RTP3","Rtp3",0.056868,0.029555,0.121001,2,1,8,0.0691413333333333,0,0,1.06914133333333
"RTP4","Rtp4",1.150275,2.370769,2.46799,15,47,53,1.99634466666667,5.26878,5.26878,0.477978915621009
"RTTN","Rttn",2.819966,1.379403,0.916568,70,64,66,1.70531233333333,4.01431,4.01431,0.539518365105734
"RUFY1","Rufy1",15.091714,16.524216,16.994848,340,667,648,16.2035926666667,25.22533,25.22533,0.655991465757215
"RUFY2","Rufy2",18.741843,24.034715,27.330344,718,883,870,23.3689673333333,46.58271,46.58271,0.512139122242792
"RUFY3","Rufy3",64.558098,47.905798,46.743002,3056,4026,3979,53.068966,95.36075,95.36075,0.561109850224287
"RUFY4","Rufy4",0.039113,0.06458,0,1,3,0,0.0345643333333333,0.08363,0.08363,0.954721014860546
"RUNDC1","Rundc1",10.872093,9.694599,8.335661,498,822,723,9.63411766666667,5.60331,5.60331,1.61042229831201
"RUNDC3A","Rundc3a",305.126966,409.693039,403.462986,2730,5962,5873,372.760997,385.84412,385.84412,0.966179858181637
"RUNDC3B","Rundc3b",10.470415,9.289353,8.354639,523,835,740,9.371469,8.66631,8.66631,1.0729501743685
"RUNX1","Runx1",0.176539,0.059692,0.04852,14,8,6,0.094917,9.33536,9.33536,0.105938931977212
"RUNX1T1","Runx1t1",7.642053,1.346859,1.282174,310,157,137,3.42369533333333,2.63439,2.63439,1.21717683939625
"RUNX2","Runx2",1.822483,0.606747,0.638882,78,35,27,1.022704,3.29299,3.29299,0.471164386593027
"RUNX3","Runx3",0.092945,0.029058,0.018932,5,3,2,0.0469783333333333,2.4044,2.4044,0.307536815102025
"RUSC1","Rusc1",56.285155,40.238123,39.288738,1669,1901,1865,45.270672,79.13625,79.13625,0.577400015598434
"RUSC2","Rusc2",124.171084,64.621885,69.692889,1595,1477,1592,86.1619526666667,34.38298,34.38298,2.46338642665673
"RUVBL1","Ruvbl1",14.956044,19.395084,16.501967,325,728,656,16.9510316666667,34.43525,34.43525,0.506586849723557
"RUVBL2","Ruvbl2",45.462641,75.160266,107.542659,218,518,550,76.0551886666667,140.39628,140.39628,0.54495909416193
"RWDD1","Rwdd1",48.780594,46.097536,49.582604,297,503,527,48.153578,82.56514,82.56514,0.588206733094685
"RWDD2A","Rwdd2a",12.798132,20.030005,21.591751,196,525,586,18.1399626666667,9.07401,9.07401,1.89993484885033
"RWDD2B","Rwdd2b",7.426151,7.370997,5.384201,96,210,179,6.72711633333333,15.79589,15.79589,0.460059951174563
"RWDD3","Rwdd3",5.05782,3.08363,3.337807,55,74,74,3.826419,22.17279,22.17279,0.208279581353821
"RXFP1","Rxfp1",2.457729,0.82194,0.824773,196,117,110,1.36814733333333,0.16726,0.16726,2.02880877725043
"RXFP2","Rxfp2",0.112325,0.343043,0.122375,4,17,6,0.192581,0,0,1.192581
"RXFP3","Rxfp3",0.882346,0.426953,0.464171,57,50,55,0.591156666666667,0,0,1.59115666666667
"RXFP4","Rxfp4",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"RXRA","Rxra",7.86104,4.640569,4.6595,502,626,559,5.72036966666667,17.97031,17.97031,0.354257240217301
"RXRB","Rxrb",24.664494,29.285876,28.789206,597,1290,1187,27.5798586666667,36.10788,36.10788,0.770183008748187
"RXRG","Rxrg",3.879228,4.99764,3.489,101,254,165,4.121956,24.94308,24.94308,0.19743052868048
"RYBP","Rybp",14.523956,5.666264,4.746038,982,619,554,8.312086,4.89244,4.89244,1.58034464500275
"RYK","Ryk",9.187789,10.144556,9.240956,354,679,613,9.52443366666667,9.12628,9.12628,1.03931884825095
"RYR1","Ryr1",0.667434,0.218974,0.215477,103,37,49,0.367295,3.92022,3.92022,0.277893061692363
"RYR2","Ryr2",31.507739,3.92246,4.889451,3088,658,810,13.4398833333333,4.20248,4.20248,2.77557690434818
"RYR3","Ryr3",14.884958,0.647962,0.723668,602,165,158,5.41886266666667,1.13948,1.13948,3.00019755579237
"S100A1","S100a1",48.735456,68.861759,84.646341,325,801,1003,67.4145186666667,599.53291,599.53291,0.113923013256121
"S100A10","S100a10",19.964104,27.654584,28.189906,137,328,327,25.2695313333333,2993.34706,2993.34706,0.00877304160371221
"S100A11","S100a11",9.646464,8.308968,11.338551,41,61,85,9.764661,779.03734,779.03734,0.0138001867961859
"S100A13","S100a13",16.405537,18.787409,27.069343,123,253,370,20.7540963333333,932.7833,932.7833,0.023296728837765
"S100A14","S100a14",0,0,0.051175,0,0,1,0.0170583333333333,0.55406,0.55406,0.654452423544351
"S100A16","S100a16",38.369584,57.134728,67.597049,412,1039,1270,54.3671203333333,98.58056,98.58056,0.556003303589911
"S100A3","S100a3",0.374249,0.413399,0.318829,2,5,4,0.368825666666667,14.21735,14.21735,0.0899516451068463
"S100A4","S100a4",2.131045,3.367699,3.975837,9,15,21,3.15819366666667,547.85913,547.85913,0.00757606722633304
"S100A5","S100a5",0,0,0,0,0,0,0,0.72132,0.72132,0.580949503869124
"S100A6","S100a6",29.08871,34.600726,43.086183,92,197,261,35.591873,4007.6501,4007.6501,0.0091282282282507
"S100A8","S100a8",0.528348,0,0.586267,2,0,4,0.371538333333333,231.26185,231.26185,0.00590513824518892
"S100A9","S100a9",0,0.136694,0.134404,0,1,1,0.090366,529.21977,529.21977,0.00205644161476665
"S100B","S100b",82.184304,111.136836,123.826939,1636,3887,4400,105.716026333333,1276.87442,1276.87442,0.0835105740150377
"S100G","S100g",0,0,0,0,0,0,0,0,0,1
"S100PBP","S100pbp",15.236079,7.213131,16.288073,605,727,659,12.9124276666667,4.68336,4.68336,2.4479230009478
"S1PR1","S1pr1",39.39583,39.59547,36.828936,1780,3201,2996,38.6067453333333,7.89272,7.89272,4.45383924528528
"S1PR2","S1pr2",1.833679,0.606038,0.822063,38,54,56,1.08726,1.64127,1.64127,0.790248630393712
"S1PR3","S1pr3",1.516467,0.875743,1.244233,103,106,153,1.21214766666667,9.80579,9.80579,0.204718735665478
"S1PR4","S1pr4",0.179713,0.097666,0.276207,6,6,18,0.184528666666667,1.70399,1.70399,0.438066955375821
"S1PR5","S1pr5",5.996476,5.239502,6.302474,201,342,425,5.84615066666667,0.02091,0.02091,6.70592967711813
"SAA2","Saa2",0.172837,0.139502,0.094783,1,1,1,0.135707333333333,1.09766,1.09766,0.54141630833087
"SAA3P","Saa3",0.136785,0.04715,0.1383,4,3,1,0.107411666666667,0.1359,0.1359,0.974920034040555
"SAA4","Saa4",0.067123,0,0,2,0,0,0.0223743333333333,0.11499,0.11499,0.916935876853903
"SAAL1","Saal1",2.909161,2.171918,2.264656,143,168,167,2.44857833333333,11.92793,11.92793,0.26675410010213
"SAC3D1","Sac3d1",6.158888,5.951561,6.414007,91,183,209,6.17481866666667,39.91311,39.91311,0.175367227440463
"SACM1L","Sacm1l",91.196198,86.56936,103.583359,1433,2089,1871,93.7829723333333,22.57004,22.57004,4.02133268901255
"SACS","Sacs",8.429425,2.280573,2.233129,1929,927,896,4.31437566666667,13.59011,13.59011,0.364245071947139
"SAE1","Sae1",57.214728,60.64696,52.138056,928,1642,1489,56.6665813333333,54.3918,54.3918,1.04106711342353
"SAFB","Safb",79.228063,30.86972,25.600019,1137,766,735,45.2326006666667,80.84024,80.84024,0.564912818763321
"SAFB2","Safb2",34.789938,9.525495,10.516358,521,241,295,18.2772636666667,43.33154,43.33154,0.43484308613386
"SAG","Sag",0.924178,0.759269,1.172104,18,35,44,0.951850333333333,0.03136,0.03136,1.8925014867101
"SALL1","Sall1",3.661856,1.662148,1.852056,296,242,271,2.39202,2.25805,2.25805,1.04111968815703
"SALL2","Sall2",13.40158,8.100756,9.139589,970,1068,1226,10.213975,11.94884,11.94884,0.86602158957868
"SALL3","Sall3",0.833364,0.36236,0.349963,75,69,69,0.515229,0.02091,0.02091,1.48419449314827
"SALL4","Sall4",0.460322,0,0.078934,2,0,2,0.179752,0.16726,0.16726,1.0107019858472
"SAMD1","Samd1",9.26146,11.648473,8.998106,187,457,356,9.96934633333333,24.16949,24.16949,0.435819173663564
"SAMD10","Samd10",7.042538,6.01648,5.830017,195,309,314,6.296345,12.40882,12.40882,0.544145196967369
"SAMD11","Samd11",0.719076,0.553146,0.453359,12,22,19,0.575193666666667,2.11169,2.11169,0.506218057282913
"SAMD12","Samd12",14.575643,4.56315,3.98072,835,385,326,7.70650433333333,8.00771,8.00771,0.966561349480982
"SAMD14","Samd14",12.1821,11.551157,12.248756,481,1008,1054,11.9940043333333,84.95909,84.95909,0.151164982474027
"SAMD15","Samd15",1.369391,1.583798,1.175263,27,30,29,1.37615066666667,0.51224,0.51224,1.57127880936007
"SAMD3","Samd3",1.857578,1.511301,1.78654,18,27,34,1.718473,3.09436,3.09436,0.663955538838793
"SAMD4B","Samd4b",74.47904,30.946647,51.99529,999,744,772,52.473659,13.956,13.956,3.57539843541054
"SAMD5","Samd5",6.180763,1.367408,1.42995,421,246,251,2.992707,0.89904,0.89904,2.10248704608644
"SAMD7","Samd7",0.063282,0.025134,0.012411,2,2,1,0.033609,0,0,1.033609
"SAMD8","Samd8",14.016314,6.536203,5.027525,1387,1098,806,8.52668066666667,8.53041,8.53041,0.999608691196566
"SAMD9L","Samd9l",1.032083,0.581258,0.631785,65,79,90,0.748375333333333,3.49161,3.49161,0.38925359355183
"SAMHD1","Samhd1",7.850713,3.394833,3.676038,229,183,189,4.97386133333333,90.38468,90.38468,0.065370490254311
"SAMM50","Samm50",32.878183,33.937864,32.716028,1022,1754,1767,33.1773583333333,73.53295,73.53295,0.458553677713459
"SAMSN1","Samsn1",0.310834,0.295595,0.330178,8,13,14,0.312202333333333,8.86493,8.86493,0.133016892500335
"SAP130","Sap130",9.909153,4.238736,4.803794,511,374,418,6.31722766666667,5.54058,5.54058,1.11874293513215
"SAP18","Sap18",53.209928,70.218778,62.581037,746,1394,1221,62.0032476666667,244.47562,244.47562,0.256657861447368
"SAP25","Sap25",2.159371,0.749188,1.31023,21,19,16,1.406263,1.39037,1.39037,1.00664876148881
"SAP30","Sap30",4.342243,3.421225,2.760901,53,80,67,3.508123,42.01435,42.01435,0.104805094113941
"SAP30BP","Sap30bp",24.245312,32.292133,35.807401,548,1183,1155,30.7816153333333,101.28813,101.28813,0.310706778326413
"SAP30L","Sap30l",15.523412,13.353654,13.41188,144,244,259,14.0963153333333,41.31393,41.31393,0.35676939800518
"SAPCD1","Sapcd1",0.178806,0.291748,0.335232,1,3,4,0.268595333333333,2.4044,2.4044,0.372634042219872
"SAPCD2","Sapcd2",0.764449,0.945573,1.307098,18,18,30,1.00570666666667,2.10124,2.10124,0.646743453156372
"SAR1A","Sar1a",99.413907,84.528877,67.156247,1548,2779,2620,83.699677,41.638,41.638,1.98648334818706
"SAR1B","Sar1b",28.76631,31.919087,33.996729,438,840,882,31.5607086666667,16.8831,16.8831,1.82075303871626
"SARDH","Sardh",6.076873,5.826643,5.65799,165,245,263,5.85383533333333,2.11169,2.11169,2.20260865746052
"SARM1","Sarm1",6.847201,2.722434,2.828636,299,240,268,4.132757,10.84073,10.84073,0.433483155177088
"SARNP","Sarnp",25.460512,31.631821,28.622918,173,384,348,28.5717503333333,150.52614,150.52614,0.195159398459786
"SART1","Sart1",50.485729,30.300025,20.364693,621,504,461,33.7168156666667,72.04849,72.04849,0.475257129430967
"SART3","Sart3",19.117842,7.499203,8.277121,483,468,472,11.6313886666667,13.08832,13.08832,0.896585871606172
"SASH1","Sash1",16.632454,7.131395,8.509485,1539,1329,1453,10.757778,6.09464,6.09464,1.65727619724186
"SASH3","Sash3",0.384629,0.656458,0.604443,15,46,43,0.54851,18.09575,18.09575,0.0810918659911237
"SASS6","Sass6",2.829973,1.519695,1.029926,84,70,66,1.793198,0.6586,0.6586,1.6840696973351
"SAT1","Sat1",23.379031,26.533368,29.061141,305,555,675,26.3245133333333,389.75389,389.75389,0.0699276809076253
"SAT2","Sat2",6.124523,8.473671,8.294217,62,156,157,7.63080366666667,155.65902,155.65902,0.0550929251738372
"SATB1","Satb1",22.889999,8.093433,8.144271,1523,1059,992,13.0425676666667,8.88584,8.88584,1.42047288512323
"SATB2","Satb2",7.890882,1.85388,2.085634,531,232,220,3.94346533333333,0.49133,0.49133,3.31480311757514
"SATL1","Satl1",0,0.059628,0,0,2,0,0.019876,0.96176,0.96176,0.519878068673028
"SAV1","Sav1",6.03523,4.570722,4.476901,201,281,271,5.02761766666667,32.41764,32.41764,0.180372332297154
"SAYSD1","Saysd1",3.760486,3.647297,5.905563,55,107,141,4.437782,9.80579,9.80579,0.503228546917902
"SBDS","Sbds",78.713683,80.162751,68.173103,670,1238,1161,75.683179,135.54566,135.54566,0.561593674965576
"SBF1","Sbf1",256.368448,171.193721,183.116237,2357,2945,3023,203.559468666667,83.10875,83.10875,2.43208309083974
"SBF2","Sbf2",17.964857,4.698875,8.823114,800,656,644,10.4956153333333,9.0322,9.0322,1.14587182605344
"SBK1","Sbk1",17.004716,12.277159,10.57984,974,1366,1209,13.2872383333333,4.64155,4.64155,2.53250229694558
