"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg__TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"RN7SKP44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP59",0.775407,1.019442,0,0.598283,1,1,0,0,1.157447,1.055652,0.737699666666667,0,1,1,0.919769411630203
"RN7SKP6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP68",0,0,0,0,0,0,0,0,1.275438,0,0.425146,0,1,0,0.701682494284796
"RN7SKP7",0,1.668293,0,0.556097666666667,0,1,0,0,0,0,0,0,0,0,1.55609766666667
"RN7SKP70",1.680049,4.104438,7.451164,4.41188366666667,1,2,3,2.018978,0,2.937819,1.65226566666667,1,0,1,2.04047570900703
"RN7SKP72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP75",0,0,1.552326,0.517442,0,0,1,0,1.567377,0,0.522459,0,1,0,0.996704673163612
"RN7SKP76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP8",0.460873,0,0,0.153624333333333,1,0,0,0,0,0.629517,0.209839,0,0,1,0.953535415318347
"RN7SKP80",1.8978,2.483012,0,1.46027066666667,1,1,0,8.891939,5.761475,5.866069,6.83982766666667,6,3,3,0.313816932115387
"RN7SKP81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP97",0.600018,0,0,0.200006,1,0,0,0.721064,0,0.816873,0.512645666666667,1,0,1,0.793315993589157
"RN7SKP98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SKP99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL1",310.209383,167.771062,164.86885,214.283098333333,319,131,113,465.503012,454.715462,187.02234,369.080271333333,395,314,140,0.581720007818052
"RN7SL100P",3.266555,0,0,1.08885166666667,3,0,0,0,1.616444,0,0.538814666666667,0,1,0,1.35744200514509
"RN7SL101P",0,0,2.128904,0.709634666666667,0,0,1,0,0,0,0,0,0,0,1.70963466666667
"RN7SL104P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL105P",4.874514,3.84724,2.922025,3.88125966666667,5,3,2,4.735553,2.943196,2.676316,3.45168833333333,4,2,2,1.09649627313682
"RN7SL106P",0.563136,0,0,0.187712,0,0,0,0,0.845517,0,0.281839,0,0,0,0.926568781258801
"RN7SL107P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL108P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL110P",4.00091,0,0,1.33363666666667,3,0,0,1.593055,4.959327,0,2.18412733333333,1,3,0,0.732896779044222
"RN7SL111P",1.292345,1.699071,1.910555,1.63399033333333,1,1,1,0,0,1.759419,0.586473,0,0,1,1.66028059307239
"RN7SL113P",3.395583,2.416659,5.84405,3.88543066666667,3,2,4,3.07182,10.111034,2.677236,5.28669666666667,3,7,2,0.777106153788237
"RN7SL116P",0,0,1.330565,0.443521666666667,0,0,1,0,0,0,0,0,0,0,1.44352166666667
"RN7SL117P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL118P",0.924467,0,0,0.308155666666667,1,0,0,0,0.508663,0,0.169554333333333,0,0,0,1.11850781907524
"RN7SL11P",0,0,0,0,0,0,0,1.316253,0,0,0.438751,1,0,0,0.6950473014441
"RN7SL120P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL121P",5.390945,2.726559,3.141883,3.753129,3,1,1,0,5.529717,2.499539,2.67641866666667,0,2,1,1.29286934676283
"RN7SL122P",0.942207,0,1.40588,0.782695666666667,1,0,1,0,1.398073,0,0.466024333333333,0,1,0,1.21600687391956
"RN7SL123P",10.05513,2.689321,6.204426,6.31629233333333,9,2,4,4.68619,1.905307,10.755064,5.782187,3,1,7,1.07875119534943
"RN7SL124P",0,0,0,0,0,0,0,0,0,1.759419,0.586473,0,0,1,0.630329038061158
"RN7SL125P",3.341113,0,1.560595,1.63390266666667,3,0,1,0,7.648694,0.715976,2.78822333333333,0,5,0,0.69528706068896
"RN7SL126P",4.001944,1.285334,0,1.762426,4,1,0,2.357564,3.486052,0,1.947872,2,2,0,0.93709156978322
"RN7SL127P",0,0,0,0,0,0,0,1.158484,0,0,0.386161333333333,1,0,0,0.721416747064555
"RN7SL12P",1.567795,3.032365,0,1.53338666666667,1,2,0,1.013214,0,0.795366,0.60286,1,0,1,1.58054144882689
"RN7SL130P",3.515184,0,2.657022,2.057402,4,0,2,4.254381,7.818737,4.807147,5.626755,4,6,4,0.461372421343478
"RN7SL131P",4.943957,0,0,1.64798566666667,2,0,0,4.498458,9.81314,7.741129,7.350909,2,3,3,0.317089512850238
"RN7SL132P",5.250153,4.032227,3.104652,4.12901066666667,5,3,2,6.232541,6.269506,2.859057,5.120368,5,4,2,0.83802324740386
"RN7SL134P",4.789492,0,3.098787,2.62942633333333,5,0,2,2.938358,2.828031,0,1.92212966666667,3,2,0,1.24204835080898
"RN7SL135P",2.964792,1.948934,2.191519,2.368415,2,1,1,1.781452,2.212767,2.018158,2.00412566666667,1,1,1,1.12126301418594
"RN7SL138P",0,0,3.634714,1.21157133333333,0,0,2,0,0,0,0,0,0,0,2.21157133333333
"RN7SL140P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL141P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL143P",0,0,0,0,0,0,0,0,0,1.355764,0.451921333333333,0,0,1,0.688742548953524
"RN7SL144P",0,0,0,0,0,0,0,0,1.556151,0,0.518717,0,1,0,0.65845052106482
"RN7SL145P",11.250707,2.76099,0.538128,4.84994166666667,11,2,0,2.523723,5.117136,4.554869,4.06524266666667,2,3,3,1.15491834283951
"RN7SL146P",1.010316,0,0,0.336772,1,0,0,1.227288,0,2.774635,1.33397433333333,1,0,2,0.572744944495962
"RN7SL147P",0,0,0,0,0,0,0,1.47872,1.487408,1.279272,1.41513333333333,1,1,1,0.414055814723825
"RN7SL148P",0,0,2.128904,0.709634666666667,0,0,1,0,0,0,0,0,0,0,1.70963466666667
"RN7SL149P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL14P",0,1.305639,0,0.435213,0,1,0,0,0,0,0,0,0,0,1.435213
"RN7SL150P",2.013103,0,0,0.671034333333333,1,0,0,0,3.009363,0,1.003121,0,1,0,0.834215373576201
"RN7SL152P",0,0.634451,0,0.211483666666667,0,0,0,0,0,1.180678,0.393559333333333,0,0,1,0.869344876596571
"RN7SL153P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL154P",0,0,0.993488,0.331162666666667,0,0,1,1.615183,0,3.659592,1.75825833333333,2,0,4,0.482609859482584
"RN7SL155P",1.48345,0,0,0.494483333333333,1,0,0,4.54321,0,3.836191,2.79313366666667,2,0,1,0.393997012672284
"RN7SL156P",2.680956,2.46074,7.138219,4.093305,3,2,5,1.081761,0,4.889333,1.99036466666667,1,0,4,1.70323875772565
"RN7SL159P",0,1.459952,0,0.486650666666667,0,1,0,0,0,0,0,0,0,0,1.48665066666667
"RN7SL15P",0,2.500519,0,0.833506333333333,0,2,0,0,1.419511,1.294667,0.904726,0,1,1,0.962608970179088
"RN7SL160P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL162P",0,1.517399,0,0.505799666666667,0,1,0,2.691971,0,0,0.897323666666667,2,0,0,0.79364406459555
"RN7SL163P",0,7.974026,2.257928,3.41065133333333,0,4,1,0,2.472367,0,0.824122333333333,0,1,0,2.41795807920046
"RN7SL164P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL165P",0,0,0,0,0,0,0,0,1.709865,0,0.569955,0,1,0,0.636960932001236
"RN7SL166P",0,1.84066,0,0.613553333333333,0,1,0,0.862715,0,5.718113,2.19360933333333,1,0,3,0.505244431900875
"RN7SL167P",0.933361,0,0,0.311120333333333,1,0,0,0,0,0,0,0,0,0,1.31112033333333
"RN7SL168P",0,0,0,0,0,0,0,1.730553,4.29909,0,2.009881,1,2,0,0.332239048653419
"RN7SL169P",0,0,0,0,0,0,0,1.40859,0,1.595753,1.00144766666667,1,0,1,0.499638345111197
"RN7SL16P",0,0,5.138734,1.71291133333333,0,0,2,2.088598,2.58621,0,1.55826933333333,1,1,0,1.06044789654673
"RN7SL170P",0,1.408946,1.585354,0.9981,0,1,1,1.28871,0,0,0.42957,1,0,0,1.3976930125842
"RN7SL172P",0,0,0,0,0,0,0,1.101261,0,0,0.367087,1,0,0,0.731482341650531
"RN7SL173P",3.308269,2.931406,0,2.07989166666667,3,2,0,0,0,5.515903,1.83863433333333,0,0,4,1.08499063458097
"RN7SL174P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL176P",0,0,2.673302,0.891100666666667,0,0,1,0,0,0,0,0,0,0,1.89110066666667
"RN7SL177P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL178P",0.894305,0,0,0.298101666666667,1,0,0,3.256375,0,0,1.08545833333333,3,0,0,0.622453897025035
"RN7SL180P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL181P",7.424179,11.693604,15.340631,11.486138,5,6,7,5.344355,2.212767,8.07263,5.20991733333333,3,1,4,2.01067700740192
"RN7SL182P",0,0,1.432916,0.477638666666667,0,0,1,0,0,0,0,0,0,0,1.47763866666667
"RN7SL183P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL184P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL185P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL186P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL187P",0,0,0,0,0,0,0,0,0.49636,0,0.165453333333333,0,0,0,0.858035213765173
"RN7SL188P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL189P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL18P",0,0,1.693446,0.564482,0,0,1,2.733119,0,0,0.911039666666667,2,0,0,0.818654906692151
"RN7SL190P",2.191368,2.507024,3.239636,2.64600933333333,1,1,1,4.159293,0,0,1.386431,2,0,0,1.52780840231012
"RN7SL191P",1.809256,0,1.330565,1.046607,2,0,1,0,0,1.2309,0.4103,0,0,1,1.45118556335531
"RN7SL192P",1.948652,2.568498,2.922025,2.479725,2,2,2,2.361316,4.362366,1.334222,2.685968,2,3,1,0.944046448585555
"RN7SL193P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL196P",0.023407,0,0,0.00780233333333333,0,0,0,0,0,0,0,0,0,0,1.00780233333333
"RN7SL197P",0,0,1.461012,0.487004,0,0,1,1.187634,0,1.345032,0.844222,1,0,1,0.806304230184869
"RN7SL198P",2.101736,0,3.650648,1.91746133333333,1,0,1,5.104002,0,2.932258,2.67875333333333,2,0,1,0.793057068245946
"RN7SL19P",2.601788,0,0,0.867262666666667,3,0,0,0,5.151191,2.372037,2.50774266666667,0,4,2,0.53232601251251
"RN7SL2",892.234681,269.116518,352.50271,504.617969666667,934,214,246,587.594098,641.629617,346.048567,525.090760666667,508,451,263,0.961085058832706
"RN7SL200P",0,0,0,0,0,0,0,1.442127,2.815162,1.632608,1.963299,1,2,1,0.337461727621816
"RN7SL201P",0,0,1.552326,0.517442,0,0,1,0,0,0,0,0,0,0,1.517442
"RN7SL202P",9.595466,2.978442,2.968143,5.18068366666667,5,1,1,3.220119,4.48115,4.060865,3.92071133333333,1,2,1,1.25605491726332
"RN7SL203P",1.050031,0,0,0.350010333333333,1,0,0,0,0,0,0,0,0,0,1.35001033333333
"RN7SL204P",7.31299,7.945793,9.199111,8.15263133333333,4,3,3,10.503981,6.765972,16.468166,11.2460396666667,4,2,6,0.74739520550848
"RN7SL205P",0,0.01694,0,0.00564666666666667,0,0,0,0,0,0,0,0,0,0,1.00564666666667
"RN7SL208P",0,0,0,0,0,0,0,0,1.567377,0,0.522459,0,1,0,0.656832138008314
"RN7SL209P",0,0,0,0,0,0,0,1.835435,0,0,0.611811666666667,1,0,0,0.620419879493779
"RN7SL20P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL210P",0.143442,0.438022,0,0.193821333333333,0,0,0,0,2.751262,0,0.917087333333333,0,2,0,0.62272662939021
"RN7SL211P",0,0,0,0,0,0,0,1.831659,0,0,0.610553,1,0,0,0.620904745140334
"RN7SL213P",1.567115,0,1.175247,0.914120666666667,2,0,1,0,0,2.176055,0.725351666666667,0,0,2,1.10940899971117
"RN7SL214P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL215P",1.000636,0,0,0.333545333333333,1,0,0,0,0,0,0,0,0,0,1.33354533333333
"RN7SL216P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL217P",0,0,0,0,0,0,0,1.501468,1.839776,0,1.113748,1,1,0,0.47309329210483
"RN7SL218P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL219P",0,4.062393,1.552326,1.871573,0,3,1,0,3.085405,0,1.02846833333333,0,2,0,1.41563609981587
"RN7SL220P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL221P",0,0,2.013828,0.671276,0,0,1,0,0,0,0,0,0,0,1.671276
"RN7SL222P",0,0,0,0,0,0,0,1.187634,0,0,0.395878,1,0,0,0.716394985808215
"RN7SL223P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL225P",0,0,0,0,0,0,0,0,1.504682,0,0.501560666666667,0,1,0,0.665973757970041
"RN7SL228P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL229P",0,0,1.461012,0.487004,0,0,1,3.562903,0,0,1.18763433333333,3,0,0,0.679731515154193
"RN7SL22P",0,0,0,0,0,0,0,0,0,2.366116,0.788705333333333,0,0,1,0.559063575964441
"RN7SL230P",1.000059,1.199432,0,0.733163666666667,1,1,0,0,0,0,0,0,0,0,1.73316366666667
"RN7SL231P",0,0,0,0,0,0,0,0.976925,0,1.115886,0.697603666666667,0,0,1,0.589065645671909
"RN7SL233P",0,0,0,0,0,0,0,0,6.607617,0,2.202539,0,3,0,0.312252247357487
"RN7SL234P",0,0,0,0,0,0,0,0,1.568318,0,0.522772666666667,0,1,0,0.656696841156855
"RN7SL236P",0,1.699071,0,0.566357,0,1,0,0,1.929079,1.759419,1.22949933333333,0,1,1,0.70255997684383
"RN7SL237P",0,0.297825,0,0.099275,0,0,0,0,0,0,0,0,0,0,1.099275
"RN7SL239P",16.28301,11.381464,5.731664,11.132046,17,9,4,12.429043,7.10825,9.173404,9.57023233333333,11,5,7,1.14775585033656
"RN7SL23P",1.527317,0,0,0.509105666666667,1,0,0,3.67087,9.119282,6.237942,6.342698,2,4,3,0.205524681345558
"RN7SL240P",1.260037,0,0,0.420012333333333,1,0,0,0,1.880852,0,0.626950666666667,0,1,0,0.872806018293528
"RN7SL241P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL242P",1.00971,1.332224,0,0.780644666666667,1,1,0,1.222203,1.498756,0,0.906986333333333,1,1,0,0.933747995746867
"RN7SL244P",0,0,0,0,0,0,0,0,0.688092,0,0.229364,0,0,0,0.813428732255052
"RN7SL246P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL248P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL250P",0,0,0,0,0,0,0,2.63345,0,0,0.877816666666667,1,0,0,0.532533349901038
"RN7SL251P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL252P",1.028601,0,0,0.342867,1,0,0,0,0,0,0,0,0,0,1.342867
"RN7SL253P",0,0,0,0,0,0,0,0,1.078308,0,0.359436,0,1,0,0.735599174951965
"RN7SL254P",0.391413,0.049357,0,0.146923333333333,0,0,0,0,0,0,0,0,0,0,1.14692333333333
"RN7SL255P",1.426823,1.380495,0.607863,1.13839366666667,1,1,0,0,0.816372,0,0.272124,0,1,0,1.68096322895148
"RN7SL258P",0,3.812985,0,1.270995,0,3,0,0,0,0,0,0,0,0,2.270995
"RN7SL259P",0,0,0,0,0,0,0,0,0,6.534987,2.178329,0,0,2,0.314630738353393
"RN7SL25P",2.779959,10.84758,0,4.542513,1,4,0,0.268389,6.23033,5.718113,4.07227733333333,0,2,2,1.09270701023709
"RN7SL260P",0,3.399032,0,1.13301066666667,0,2,0,0,2.030832,0,0.676944,0,1,0,1.27196296755686
"RN7SL261P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL262P",2.14614,2.842602,0,1.662914,2,2,0,4.44875,1.589738,0,2.01282933333333,3,1,0,0.883858229385269
"RN7SL263P",1.15016,3.035561,0,1.39524033333333,1,2,0,0,0,0,0,0,0,0,2.39524033333333
"RN7SL265P",0,0,0,0,0,0,0,1.163724,0,0,0.387908,1,0,0,0.720508852171758
"RN7SL266P",0,0,0,0,0,0,0,1.40859,0,0,0.46953,1,0,0,0.680489680373997
"RN7SL267P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL268P",17.848559,41.860402,31.294888,30.3346163333333,18,32,21,36.013867,29.455871,36.446923,33.9722203333333,30,20,27,0.895985900656903
"RN7SL269P",0.875576,0,0,0.291858666666667,1,0,0,0,0,0,0,0,0,0,1.29185866666667
"RN7SL26P",0.867923,0,0,0.289307666666667,1,0,0,0,0,0,0,0,0,0,1.28930766666667
"RN7SL271P",0,1.409867,1.585354,0.998407,0,1,1,0,1.600725,0,0.533575,0,1,0,1.30310353259541
"RN7SL272P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL273P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL274P",4.296628,4.181706,0,2.82611133333333,3,2,0,0,4.853811,3.081631,2.64514733333333,0,2,1,1.0496451812373
"RN7SL275P",8.096545,3.195318,5.438402,5.576755,14,4,6,4.232525,6.623163,1.151659,4.002449,6,8,1,1.31470705648373
"RN7SL278P",3.379613,0,0,1.12653766666667,3,0,0,3.810476,4.75752,1.960462,3.509486,3,3,1,0.47156985666807
"RN7SL279P",1.615122,1.608866,5.215012,2.813,1,1,3,2.437845,3.1213,3.416543,2.991896,2,2,2,0.955185205225787
"RN7SL280P",0,0,0,0,0,0,0,1.442127,0,0,0.480709,1,0,0,0.675352145492463
"RN7SL282P",0,1.352322,1.520646,0.957656,0,1,1,3.708328,3.068726,0,2.259018,3,2,0,0.600688919177495
"RN7SL283P",1.832781,0,0,0.610927,2,0,0,0,0,0,0,0,0,0,1.610927
"RN7SL284P",1.527317,2.007993,0,1.17843666666667,1,1,0,1.835435,2.27982,0,1.37175166666667,1,1,0,0.918492731462189
"RN7SL285P",0,0,0,0,0,0,0,2.32959,2.893618,0,1.74106933333333,1,1,0,0.364821125769894
"RN7SL288P",1.133601,2.976188,2.09667,2.06881966666667,1,2,1,0,1.711941,0,0.570647,0,1,0,1.95385701985657
"RN7SL28P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL290P",0,0,0,0,0,0,0,1.164795,0,0,0.388265,1,0,0,0.720323569347351
"RN7SL291P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL292P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL293P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL294P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL296P",0,1.966494,0,0.655498,0,2,0,0,0,1.332157,0.444052333333333,0,0,1,1.14642521035133
"RN7SL297P",0,1.440516,0,0.480172,0,1,0,0,1.635523,0,0.545174333333333,0,1,0,0.957932039167965
"RN7SL299P",0,1.84066,0,0.613553333333333,0,1,0,1.682482,0,0,0.560827333333333,1,0,0,1.03378080257436
"RN7SL3",2.614866,0,0,0.871622,3,0,0,1.543626,2.00355,1.850923,1.79936633333333,1,1,1,0.668587736343665
"RN7SL300P",0,0,1.079879,0.359959666666667,0,0,1,0,3.222659,1.969307,1.73065533333333,0,3,2,0.498034171528544
"RN7SL301P",3.582261,0,3.911518,2.49792633333333,4,0,3,0,2.618781,2.389966,1.66958233333333,0,2,2,1.31028973695885
"RN7SL302P",0.957098,0,0,0.319032666666667,1,0,0,0,0,0,0,0,0,0,1.31903266666667
"RN7SL303P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL304P",0.940545,1.241115,1.40588,1.19584666666667,1,1,1,3.415121,1.394975,0,1.60336533333333,3,1,0,0.84346466419875
"RN7SL305P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL306P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL307P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL308P",1.028601,1.352322,1.520646,1.300523,1,1,1,3.708328,0,2.800709,2.169679,3,0,2,0.725790529577285
"RN7SL309P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL30P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL310P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL311P",0,0,0,0,0,0,0,0,0,1.199609,0.399869666666667,0,0,1,0.714352217075447
"RN7SL313P",0.144067,0.432554,1.774087,0.783569333333333,0,0,1,0,3.078725,4.42568,2.50146833333333,0,2,3,0.509377542088295
"RN7SL314P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL316P",4.897168,0,4.807202,3.23479,3,0,2,0.976925,0,1.115886,0.697603666666667,0,0,1,2.49456930563494
"RN7SL317P",3.139004,2.508183,0,1.88239566666667,5,3,0,3.25005,0.936009,4.057621,2.74789333333333,4,1,5,0.769070891380758
"RN7SL318P",0,1.067381,1.229861,0.765747333333333,0,1,1,0,1.305099,1.275469,0.860189333333333,0,1,1,0.949229899178721
"RN7SL319P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL320P",0,0,0,0,0,0,0,0,1.535631,0,0.511877,0,1,0,0.66142946813795
"RN7SL321P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL322P",1.948992,3.85112,0,1.93337066666667,2,3,0,2.363219,1.459236,0,1.27415166666667,2,1,0,1.28987468587187
"RN7SL323P",1.072372,0,0,0.357457333333333,1,0,0,1.28871,0,0,0.42957,1,0,0,0.949556393414337
"RN7SL325P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL326P",0,0,3.076494,1.025498,0,0,2,0,0,0,0,0,0,0,2.025498
"RN7SL328P",0,0,0,0,0,0,0,0,0,1.30988,0.436626666666667,0,0,1,0.696075064734981
"RN7SL329P",0,0,0,0,0,0,0,0,0,1.33255,0.444183333333333,0,0,1,0.692432862863671
"RN7SL32P",3.062362,3.049835,2.295732,2.802643,2,2,1,6.901036,3.873384,3.78862,4.85434666666667,4,2,2,0.649541821916935
"RN7SL330P",0,1.142479,0,0.380826333333333,0,1,0,0,0,0,0,0,0,0,1.38082633333333
"RN7SL331P",0,0,8.055761,2.68525366666667,0,0,2,0,0,0,0,0,0,0,3.68525366666667
"RN7SL332P",1.707132,8.700738,13.397331,7.935067,1,3,4,0,0,0,0,0,0,0,8.935067
"RN7SL333P",2.018584,3.995767,0,2.00478366666667,2,3,0,3.664482,5.553382,0,3.07262133333333,3,4,0,0.737800895475674
"RN7SL334P",0,0,0,0,0,0,0,0,2.112038,0,0.704012666666667,0,1,0,0.586850097749665
"RN7SL335P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL336P",2.018633,7.991069,6.082583,5.364095,2,6,4,7.329775,5.988381,2.760723,5.35962633333333,6,4,2,1.0007026618283
"RN7SL337P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL338P",1.095684,2.881033,1.619818,1.86551166666667,1,2,1,1.316725,8.177617,1.491682,3.662008,1,5,1,0.614651812409302
"RN7SL339P",0,0,0,0,0,0,0,8.314933,0,0,2.77164433333333,7,0,0,0.26513634680824
"RN7SL33P",0,0,0,0,0,0,0,0.653569,0.806506,0.746295,0.735456666666667,1,1,1,0.576217210839798
"RN7SL340P",2.055474,4.068762,0,2.041412,2,3,0,2.487636,1.523821,0,1.33715233333333,2,1,0,1.30133237642333
"RN7SL341P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL342P",0,0,0,0,0,0,0,0,2.831557,0,0.943852333333333,0,2,0,0.514442369336354
"RN7SL344P",0.203814,1.017569,0,0.407127666666667,0,1,0,0,0,0,0,0,0,0,1.40712766666667
"RN7SL346P",0,0,0,0,0,0,0,0,1.600725,0,0.533575,0,1,0,0.652071140961479
"RN7SL34P",0,0,2.569367,0.856455666666667,0,0,1,0,0,0,0,0,0,0,1.85645566666667
"RN7SL350P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RN7SL351P",10.565157,13.855777,11.747934,12.0562893333333,4,4,3,34.908431,35.614047,25.260476,31.9276513333333,11,9,7,0.396514443170023
